Scientific Name,Common Name,Species Type,IUCN Red List Category,Reason For Change,Year
Lonchophylla dekeyseri,Dekeyser's Nectar Bat,Mammal,EN,N,2016-2
Lonchophylla mordax,Goldman's Nectar Bat,Mammal,NT,N,2016-3
Lonchorhina marinkellei,Marinkelle's Sword-nosed Bat,Mammal,VU,N,2016-2
Lophuromys eisentrauti,,Mammal,CR,N,2016-3
Lophuromys rahmi,Rahm's Brush-furred Rat,Mammal,NT,N,2016-3
Lycalopex fulvipes,Darwin's Fox,Mammal,EN,N,2016-1
Lyncodon patagonicus,Patagonian Weasel,Mammal,LC,N,2016-1
Mastomys awashensis,Awash Multimammate Mouse,Mammal,LC,N,2016-3
Maxomys pagensis,Mentawai Archipelago Maxomys,Mammal,VU,N,2016-3
Melogale orientalis,Javan Ferret Badger,Mammal,LC,N,2016-1
Melogale personata,Large-toothed Ferret Badger,Mammal,LC,N,2016-1
Melomys rubicola,Bramble Cay Melomys,Mammal,EX,G,2016-2
Mesembriomys gouldii,Black-footed Tree-rat,Mammal,VU,G,2016-2
Micropotamogale lamottei,Nimba Otter Shrew,Mammal,NT,N,2016-1
Micropotamogale ruwenzorii,Rwenzori Otter Shrew,Mammal,LC,N,2016-1
Microtus kermanensis,Baluchistan Vole,Mammal,DD,N,2016-3
Microtus qazvinensis,,Mammal,LC,N,2016-3
Microtus schelkovnikovi,Schelkovnikov's Pine Vole,Mammal,LC,N,2016-3
Mogera uchidai,Senkaku Mole,Mammal,VU,N,2016-2
Molossops aequatorianus,Equatorial Dog-faced Bat,Mammal,EN,N,2016-1
Monodelphis handleyi,Handley's Short-tailed Opossum,Mammal,DD,N,2016-3
Muntiacus atherodes,Bornean Yellow Muntjac,Mammal,NT,G,2016-2
Muntiacus vuquangensis,Large-antlered Muntjac,Mammal,CR,G,2016-2
Murexia rothschildi,Broad-striped Dasyure,Mammal,NT,N,2016-2
Murina harrisoni,Harrison's Murine Bat,Mammal,LC,N,2016-2
Murina leucogaster,Rufous Tube-nosed Bat,Mammal,LC,N,2016-2
Mus fragilicauda,Sheath-tailed Mouse,Mammal,LC,N,2016-1
Mus vulcani,Javan Shrew-like Mouse,Mammal,LC,N,2016-3
Mustela itatsi,Japanese Weasel,Mammal,NT,N,2016-1
Mustela lutreolina,Indonesian Mountain Weasel,Mammal,LC,N,2016-1
Myonycteris relicta,East African Little Collared fruit Bat,Mammal,LC,N,2016-1
Myosorex okuensis,Oku Mouse Shrew,Mammal,VU,N,2016-3
Myosorex zinki,Kilimanjaro Moouse Shrew,Mammal,LC,N,2016-3
Myotis atacamensis,Atacama Myotis,Mammal,EN,N,2016-1
Myotis martiniquensis,Schwartz's Myotis,Mammal,NT,N,2016-1
Myotis punicus,Maghreb Mouse-eared Bat,Mammal,DD,N,2016-2
Indiana Bat,EN,Mammal,N,2016-1,
,Western Mountain Coati,Mammal,NT,N,2016-1
Natalus primus,Cuban Greater Funnel-eared Bat,Mammal,VU,N,2016-1
Neonycteris pusilla,Least Big-eared Bat,Mammal,DD,N,2016-2
Niviventer hinpoon,Limestone Niviventer,Mammal,EN,N,2016-3
Notomys cervinus,Fawn Hopping-mouse,Mammal,NT,G,2016-2
Notoryctes caurinus,Kakarratul,Mammal,LC,N,2016-1
Notoryctes typhlops,Itjaritjari,Mammal,LC,N,2016-1
Nyctalus azoreum,Azorean Bat,Mammal,VU,N,2016-2
Nyctalus lasiopterus,Giant Noctule,Mammal,VU,G,2016-2
Ochotona argentata,Silver Pika,Mammal,EN,N,2016-3
Odobenus rosmarus,Walrus,Mammal,VU,N,2016-1
Onychogalea fraenata,Bridled Nailtail Wallaby,Mammal,VU,G,2016-1
Ornithorhynchus anatinus,Platypus,Mammal,NT,G,2016-1
Palawanomys furvus,Palawan Mountain Rat,Mammal,LC,N,2016-3
Panthera pardus,Leopard,Mammal,VU,N,2016-1
Pantholops hodgsonii,Tibetan Antelope,Mammal,NT,G,2016-2
Paradoxurus zeylonensis,Golden Palm Civet,Mammal,LC,N,2016-1
Pelomys isseli,Issel's Groove-toothed Swamp Rat,Mammal,NT,N,2016-3
Perameles bougainville,Western Barred Bandicoot,Mammal,VU,N,2016-1
Perameles gunnii,Eastern Barred Bandicoot,Mammal,VU,G,2016-2
Petauroides volans,Greater Glider,Mammal,VU,G,2016-1
Petaurus australis,Yellow-bellied Glider,Mammal,NT,G,2016-1
Petinomys fuscocapillus,,Mammal,LC,N,2016-3
Petinomys lugens,Siberut Flying Squirrel,Mammal,VU,N,2016-2
Petrogale concinna,Nabarlek,Mammal,EN,N,2016-1
Petrogale godmani,Godman's Rock Wallaby,Mammal,NT,G,2016-1
Petrogale lateralis,Black-footed Rock Wallaby,Mammal,VU,G,2016-1
Petrogale mareeba,Mareeba Rock Wallaby,Mammal,NT,G,2016-1
Petrogale penicillata,Brush-tailed Rock Wallaby,Mammal,VU,N,2016-1
Petrogale purpureicollis,Purple-necked Rock Wallaby,Mammal,NT,G,2016-1
Petrogale sharmani,Mount Claro Rock Wallaby,Mammal,VU,N,2016-1
Phascolarctos cinereus,Koala,Mammal,VU,G,2016-1
Phoca largha,Spotted Seal,Mammal,LC,N,2016-1
Pipistrellus maderensis,Madeira Pipistrelle,Mammal,VU,N,2016-2
Platyrrhinus ismaeli,,Mammal,NT,N,2016-2
Plecotus teneriffae,Canary Big-eared Bat,Mammal,VU,N,2016-2
Pongo pygmaeus,Bornean Orangutan,Mammal,CR,G,2016-1
Potorous longipes,Long-footed Potoroo,Mammal,VU,N,2016-1
Potorous tridactylus,Long-nosed Potoroo,Mammal,NT,N,2016-1
Praomys hartwigi,Hartwig's Soft-furred Mouse,Mammal,VU,N,2016-3
Praomys minor,Least Soft-furred Mouse,Mammal,LC,N,2016-3
Praomys mutoni,Riverine Soft-furred Mouse,Mammal,NT,N,2016-3
Prionailurus rubiginosus,Rusty-spotted Cat,Mammal,NT,N,2016-1
Prionailurus viverrinus,Fishing Cat,Mammal,VU,N,2016-2
Proechimys decumanus,Pacific Spiny Rat,Mammal,NT,N,2016-2
Pseudantechinus bilarni,Sandstone Antechinus,Mammal,LC,N,2016-3
Pseudantechinus mimulus,Carpentarian Antechinus,Mammal,NT,N,2016-3
Pseudochirulus cinereus,Daintree River Ringtail Possum,Mammal,NT,N,2016-2
Pseudomys fumeus,Smoky Mouse,Mammal,VU,N,2016-2
Pteronotus paraguanensis,,Mammal,EN,N,2016-1
Pteropus caniceps,North Moluccan Flying Fox,Mammal,VU,G,2016-2
Pteropus chrysoproctus,Mollocan Flying Fox,Mammal,VU,N,2016-3
Pteropus livingstonii,Livingstone's Flying Fox,Mammal,CR,G,2016-2
Pteropus pohlei,Geelvink Bay Flying Fox,Mammal,VU,N,2016-1
Pudu puda,Southern Pudu,Mammal,NT,N,2016-1
Rangifer tarandus,Reindeer,Mammal,VU,N,2016-1
Rattus giluwensis,Giluwe Rat,Mammal,LC,N,2016-3
Rattus lugens,Mentawai Archipelago Rat,Mammal,VU,N,2016-3
Rattus xanthurus,Northeastern Xanthurus Rat,Mammal,NT,N,2016-3
Rhinolophus madurensis,Madura Horseshoe Bat,Mammal,VU,N,2016-2
Rhinolophus montanus,Timorese Horseshoe Bat,Mammal,EN,N,2016-2
Rhynchocyon petersi,Black and Rufous Sengi,Mammal,LC,N,2016-1
Rhynchomys banahao,,Mammal,LC,N,2016-3
Saccopteryx antioquensis,Antioquian Sac-winged Bat,Mammal,EN,N,2016-1
Salpingotus crassicauda,Thick-tailed Pygmy Jerboa,Mammal,LC,N,2016-2
Scleronycteris ega,Ega Long-tongued Bat,Mammal,DD,N,2016-3
Kakadu Dunnart,LC,Mammal,N,2016-1,
Sminthopsis leucopus,White-footed Dunnart,Mammal,LC,N,2016-1
Sminthopsis psammophila,Sandhill Dunnart,Mammal,VU,N,2016-1
Spalax giganteus,Giant Mole Rat,Mammal,LC,N,2016-2
Spilogale putorius,Eastern Spotted Skunk,Mammal,VU,N,2016-1
Stenoderma rufum,Red Fruit Bat,Mammal,NT,N,2016-1
Sturnira aratathomasi,Aratathomas's Yellow-shouldered Bat,Mammal,LC,N,2016-2
Sturnira oporaphilum,Tschudi's Yellow-shouldered Bat,Mammal,LC,N,2016-2
Suncus aequatorius,,Mammal,EN,N,2016-3
Suncus malayanus,Malayan Pygmy Shrew,Mammal,LC,N,2016-1
Sundasciurus fraterculus,Fraternal Squirrel,Mammal,VU,N,2016-3
Surdisorex norae,Aberdare Mole Shrew,Mammal,LC,N,2016-3
Surdisorex polulus,Mt. Kenya Mole Shrew,Mammal,DD,N,2016-3
Sus bucculentus,Indo-chinese Warty Pig,Mammal,EX,N,2016-2
Sus oliveri,Oliver's Warty Pig,Mammal,VU,N,2016-2
Syconycteris hobbit,Moss-forest Blossom Bat,Mammal,LC,N,2016-2
Sylvilagus cognatus,Manzano Mountain Cottontail,Mammal,EN,N,2016-3
Sylvilagus dicei,Dice's Cottontail,Mammal,VU,N,2016-3
Sylvisorex howelli,Howell's Forest Shrew,Mammal,LC,N,2016-3
Taeromys arcuatus,Southeastern Mountain Taeromys,Mammal,LC,N,2016-3
Taeromys taerae,Northeastern Mountain Taeromys,Mammal,VU,N,2016-3
Thamnomys venustus,Charming Thicket Rat,Mammal,LC,N,2016-3
Thylamys fenestrae,,Mammal,NT,G,2016-2
Thylamys velutinus,Dwarf Fat-tailed Mouse Opossum,Mammal,NT,G,2016-2
Tomopeas ravus,Blunt-eared Bat,Mammal,EN,N,2016-1
Trinomys eliasi,,Mammal,NT,N,2016-2
Urocitellus brunneus,Idaho Ground Squirrel,Mammal,VU,N,2016-3
Uromys hadrourus,Pygmy White-tailed Rat,Mammal,NT,N,2016-1
Viverra megaspila,Large-Spotted Civet,Mammal,EN,N,2016-1
Viverra zibetha,Large Indian Civet,Mammal,LC,N,2016-1
Volemys millicens,Sichuan Vole,Mammal,NT,N,2016-2
Wyulda squamicaudata,Scaly-tailed Possum,Mammal,NT,N,2016-1
Xerospermophilus mohavensis,Mohave Ground Squirrel,Mammal,NT,N,2016-3
Zaglossus bartoni,Eastern Long-beaked Echidna,Mammal,VU,N,2016-2
Acrocephalus luscinius,Guam Reed-warbler,Bird,EX,N,2016-3
Amaurospiza moesta,Blue Seedeater,Bird,LC,N,2016-3
Ardenna carneipes,Flesh-footed Shearwater,Bird,NT,N,2016-3
Callaeas cinereus,South Island Kokako,Bird,CR,N,2016-3
Calyptophilus frugivorus,Eastern Chat-tanager,Bird,NT,N,2016-3
Charadrius sanctaehelenae,St Helena Plover,Bird,VU,G,2016-3
Chloropsis cochinchinensis,Javan Leafbird,Bird,NT,N,2016-3
Chloropsis media,Sumatran Leafbird,Bird,VU,N,2016-3
Chloropsis sonnerati,Greater Green Leafbird,Bird,VU,G,2016-3
Cichlopsis leucogenys,Rufous-brown Solitaire,Bird,EN,N,2016-3
Cinclodes antarcticus,Blackish Cinclodes,Bird,NT,N,2016-3
Circus macrosceles,Madagascar Marsh-harrier,Bird,EN,N,2016-3
Cyanoramphus forbesi,Chatham Parakeet,Bird,VU,G,2016-3
Cyornis herioti,Blue-breasted Blue-flycatcher,Bird,NT,N,2016-3
Deconychura longicauda,Northern Long-tailed Woodcreeper,Bird,LC,N,2016-3
Drymophila caudata,East Andean Antbird,Bird,NT,N,2016-3
Emberiza rustica,Rustic Bunting,Bird,VU,G,2016-3
Erythrura cyaneovirens,Red-headed Parrotfinch,Bird,NT,N,2016-3
Eurylaimus javanicus,Javan Broadbill,Bird,NT,N,2016-3
Ficedula dumetoria,Rufous-chested Flycatcher,Bird,LC,N,2016-3
Formicivora grantsaui,Sincora Antwren,Bird,EN,N,2016-3
Garrulax bicolor,Black-and-white Laughingthrush,Bird,EN,G,2016-3
Garrulax rufifrons,Rufous-fronted Laughingthrush,Bird,CR,G,2016-3
Geospiza conirostris,Espanola Cactus-finch,Bird,VU,N,2016-3
Graminicola bengalensis,Indian Grass-babbler,Bird,LC,N,2016-3
Hemignathus lucidus,Oahu Nukupuu,Bird,EX,N,2016-3
Hydrobates leucorhous,Leach's Storm-petrel,Bird,VU,G,2016-3
Hypsipetes parvirostris,Grand Comoro Black Bulbul,Bird,VU,N,2016-3
Icterus oberi,Montserrat Oriole,Bird,VU,G,2016-3
Iodopleura pipra,Buff-throated Purpletuft,Bird,EN,N,2016-3
Laniisoma elegans,Elegant Mourner,Bird,NT,N,2016-3
Megalurulus whitneyi,Santo Thicketbird,Bird,LC,N,2016-3
Myiagra azureocapilla,Azure-crested Flycatcher,Bird,NT,N,2016-3
Myiagra hebetior,Mussau Flycatcher,Bird,VU,N,2016-3
Myrmornis torquata,Southern Wing-banded Antbird,Bird,LC,N,2016-3
Petroica multicolor,Norfolk Robin,Bird,EN,N,2016-3
Phyllanthus atripennis,Grey-hooded Capuchin Babbler,Bird,NT,N,2016-3
Phyllastrephus leucolepis,Liberian Greebul,Bird,DD,N,2016-3
Platysmurus leucopterus,Malay Black Magpie,Bird,LC,N,2016-3
Premnoplex tatei,White-throated Barbtail,Bird,EN,N,2016-3
Psittacus erithacus,Grey Parrot,Bird,EN,N,2016-3
Psittacus timneh,Timneh Parrot,Bird,EN,N,2016-3
Pycnonotus bimaculatus,Orange-spotted Bulbul,Bird,NT,N,2016-3
Pycnonotus zeylanicus,Straw-headed Bulbul,Bird,EN,G,2016-3
Pygoscelis adeliae,Adélie Penguin,Bird,LC,G,2016-3
Pygoscelis papua,Gentoo Penguin,Bird,LC,G,2016-3
Pyrrhula murina,Azores Bullfinch,Bird,VU,G,2016-3
Rhipidura cockerelli,White-winged Fantail,Bird,LC,N,2016-3
Scytalopus diamantinensis,Diamantina Tapaculo,Bird,EN,N,2016-3
Sternula balaenarum,Damara Tern,Bird,VU,G,2016-3
Tangara cyanoptera,Azure-shouldered Tanager,Bird,NT,N,2016-3
Terenura sicki,Orange-bellied Antwren,Bird,CR,G,2016-3
Touit melanonotus,Brown-backed Parrotlet,Bird,VU,N,2016-3
Trichoglossus forsteni,Scarlet-breasted Lorikeet,Bird,VU,N,2016-3
Urocissa whiteheadi,Hainan Magpie,Bird,EN,N,2016-3
Xenicus gilviventris,New Zealand Rockwren,Bird,EN,N,2016-3
Zoothera talaseae,New Britain Thrush,Bird,LC,N,2016-3
Zosterops conspicillatus,Bridled White-eye,Bird,EX,N,2016-3
Zosterops flavus,Javan White-eye,Bird,VU,G,2016-3
Zosterops modestus,Seychelles White-eye,Bird,VU,G,2016-3
Acanthochelys pallidipectoris,Chaco Side-necked Turtle,Reptile,EN,G,2016-1
Alsophis rufiventris,Orange-bellied Racer,Reptile,VU,N,2016-3
Ameiva corax,Censky's Ameiva,Reptile,EN,N,2016-3
Ameiva corvina,Sombrero Ameiva,Reptile,CR,G,2016-3
Ameiva major,Martinique Ameiva,Reptile,DD,N,2016-3
Ameiva maynardii,Inagua Ameiva,Reptile,LC,N,2016-3
Ameiva polops,St. Croiz Ameiva,Reptile,EN,N,2016-3
Amphisbaena gracilis,Slender Worm Lizard,Reptile,LC,N,2016-1
Amphisbaena hyporissor,Puerto Rican Dusky Amphisbaena,Reptile,EN,N,2016-3
Amphisbaena schmidti,Tiburon Stout Anole,Reptile,LC,N,2016-3
Anadia bitaeniata,Two-banded Anadia,Reptile,LC,N,2016-1
Anadia marmorata,Spotted Anadia,Reptile,LC,N,2016-1
Apostolepis multicincta,,Reptile,LC,N,2016-1
Borikenophis sanctaecrucis,Saint Croix Racer,Reptile,CR,N,2016-3
Celestus curtissi,Hispaniolan Khaki Galliwasp,Reptile,LC,N,2016-3
Celestus fowleri,Bromeliad Galliwasp,Reptile,VU,N,2016-3
Celestus microblepharis,Small-eyed Galliwasp,Reptile,CR,N,2016-3
Celestus warreni,Giant Hispaniolan Galliwasp,Reptile,VU,N,2016-3
Chelonoidis abingdonii,Pinta Giant Tortoise,Reptile,EX,G,2016-1
Chelonoidis darwini,Santiago Giant Tortoise,Reptile,CR,N,2016-1
Chelonoidis nigra,Floreana Giant Tortoise,Reptile,EX,N,2016-1
Cnemidophorus vanzoi,Saint Lucian Whiptail,Reptile,CR,N,2016-3
Cyclanorbis elegans,Nubian Flapshell Turtle,Reptile,CR,G,2016-2
Cyclanorbis senegalensis,Senegal Flapshell Turtle,Reptile,VU,G,2016-2
Cycloderma frenatum,Zambezi Flapshell Turtle,Reptile,EN,G,2016-2
Epictia subcrotilla,Klauber's Blind Snake,Reptile,LC,N,2016-1
Erythrolamprus cursor,Lacépède's Ground Snake,Reptile,CR(PE),G,2016-3
Erythrolamprus ornatus,Ornate Ground Snake,Reptile,CR,G,2016-3
Erythrolamprus perfuscus,Barbados Racer,Reptile,EX,N,2016-3
Geochelone elegans,Indian Star Tortoise,Reptile,VU,G,2016-1
Gonatodes seigliei,Estados Sucre Gecko,Reptile,EN,N,2016-1
Lepidoblepharis montecanoensis,Paraguanan Ground Gecko,Reptile,LC,N,2016-1
Liolaemus chaltin,,Reptile,LC,N,2016-1
Liolaemus dicktracyi,,Reptile,VU,G,2016-1
Liolaemus flavipiceus,,Reptile,LC,N,2016-1
Liolaemus fuscus,,Reptile,LC,N,2016-1
Liolaemus hellmichi,Hellmich's Tree Iguana,Reptile,VU,N,2016-1
Liolaemus huacahuasicus,,Reptile,LC,N,2016-1
Liolaemus lemniscatus,,Reptile,LC,N,2016-1
Liolaemus leopardinus,,Reptile,EN,N,2016-1
Liolaemus lorenzmuelleri,,Reptile,EN,N,2016-1
Liolaemus nitidus,Shining Tree Iguana,Reptile,LC,N,2016-1
Liolaemus pleopholis,,Reptile,LC,N,2016-1
Liolaemus rabinoi,Rabino's Tree Iguana,Reptile,CR,N,2016-1
Liolaemus somuncurae,,Reptile,LC,N,2016-1
Liolaemus xanthoviridis,,Reptile,LC,N,2016-1
Liolaemus zapallarensis,Zapallaren Tree Iguana,Reptile,LC,N,2016-1
Mesoclemmys hogei,Hoge's Side-necked Turtle,Reptile,CR,G,2016-1
Microlophus yanezi,,Reptile,LC,N,2016-1
Morunasaurus peruvianus,Cenepa Manticores,Reptile,LC,N,2016-1
Philodryas chamissonis,,Reptile,LC,N,2016-1
Phyllodactylus leei,San Cristóbal Island Leaf-toed Gecko,Reptile,NT,N,2016-1
Phymaturus calcogaster,,Reptile,LC,N,2016-1
Podocnemis lewyana,Magdalena River Turtle,Reptile,CR,G,2016-1
Riama luctuosa,Lightbulb Lizard,Reptile,LC,N,2016-1
Riama shrevei,Shreve's Lighbulb Lizard,Reptile,LC,N,2016-3
Sphaerodactylus micropithecus,Monito Gecko,Reptile,DD,N,2016-3
Sphaerodactylus savagei,Altigracia Speckled Sphaero,Reptile,NT,N,2016-3
Sphaerodactylus streptophorus,Hispaniolan Small-eared Sphaero,Reptile,VU,N,2016-3
Sphaerodactylus thompsoni,Barahona Limestone Sphaero,Reptile,EN,N,2016-3
Stenocercus crassicaudatus,Spiny Whorltail Iguana,Reptile,LC,N,2016-1
Typhlops biminiensis,Bahamian Slender Blindsnake,Reptile,LC,N,2016-3
Typhlops hectus,Tiburon Peninsula Blindsnake,Reptile,VU,N,2016-3
Typhlops sulcatus,Island Worm Snake,Reptile,NT,N,2016-3
Typhlops syntherus,Barahona Peninsula Blindsnake,Reptile,EN,N,2016-3
Afrixalus dorsimaculatus,,Amphibian,EN,N,2016-1
Afrixalus spinifrons,Natal Leaf-folding Frog,Amphibian,LC,N,2016-3
Afrixalus sylvaticus,,Amphibian,VU,N,2016-1
Afrixalus uluguruensis,Uluguru Banana Frog,Amphibian,VU,N,2016-1
Aglyptodactylus laticeps,,Amphibian,VU,N,2016-1
Alsodes montanus,Mountain Spiny-chest Frog,Amphibian,VU,N,2016-1
Ambystoma flavipiperatum,Yellow-peppered Salamander,Amphibian,EN,N,2016-1
Amietia hymenopus,Drakensberg Riiver Frog,Amphibian,NT,N,2016-3
Amietia vertebralis,Aquatic River Frog,Amphibian,LC,N,2016-3
Amietophrynus urunguensis,,Amphibian,VU,N,2016-1
Amolops cremnobatus,,Amphibian,LC,N,2016-3
Anhydrophryne rattrayi,Hogsback Chirping Frog,Amphibian,VU,N,2016-3
Anodonthyla boulengeri,Boulenger's Climbing Frog,Amphibian,NT,N,2016-1
Anodonthyla moramora,,Amphibian,EN,N,2016-1
Anodonthyla nigrigularis,Black-throated Climbing Frog,Amphibian,EN,N,2016-1
Anodonthyla theoi,,Amphibian,CR,N,2016-1
Aquiloeurycea galeanae,Galeana False Brook Salamander,Amphibian,VU,N,2016-3
Aquiloeurycea quetzalanensis,Cuetzalan Salamander,Amphibian,CR,N,2016-3
Aquiloeurycea scandens,Tamaulipan False Brook Salamander,Amphibian,LC,N,2016-3
Arthroleptella subvoce,Northern Moss Frog,Amphibian,CR,N,2016-3
Arthroleptis francei,Ruo River Screeching Frog,Amphibian,VU,N,2016-3
Arthroleptis pyrrhoscelis,,Amphibian,LC,N,2016-1
Atelognathus reverberii,Laguna Raimunda Frog,Amphibian,VU,N,2016-1
Blommersia sarotra,,Amphibian,LC,N,2016-1
Boehmantis microtympanum,Angel's Madagascar Frog,Amphibian,VU,N,2016-1
Boophis andohahela,,Amphibian,VU,N,2016-1
Boophis anjanaharibeensis,,Amphibian,EN,N,2016-1
Boophis axelmeyeri,,Amphibian,LC,N,2016-1
Boophis englaenderi,,Amphibian,VU,N,2016-1
Boophis feonnyala,,Amphibian,EN,N,2016-1
Boophis haematopus,,Amphibian,EN,N,2016-1
Boophis jaegeri,Jaeger's Bright-eyed Frog,Amphibian,EN,N,2016-1
Boophis laurenti,Andinrgitra Bright-eyed Frog,Amphibian,EN,N,2016-1
Boophis liami,,Amphibian,CR,N,2016-1
Boophis majori,Ambohimitombo Bright-eyed Frog,Amphibian,VU,N,2016-1
Boophis miniatus,Tiny Bright-eyed Frog,Amphibian,VU,N,2016-1
Boophis periegetes,,Amphibian,NT,N,2016-1
,,Amphibian,EN,N,2016-1
Boophis septentrionalis,,Amphibian,LC,N,2016-1
Boophis sibilans,,Amphibian,LC,N,2016-1
Boophis solomaso,,Amphibian,EN,N,2016-1
Boophis vittatus,,Amphibian,VU,N,2016-1
Boophis xerophilus,,Amphibian,LC,N,2016-1
Boulengerula fischeri,,Amphibian,VU,N,2016-1
Breviceps sylvestris,Northern Forest Rain Frog,Amphibian,NT,N,2016-3
Cardioglossa cyaneospila,Mukuzira Long-fingered Frog,Amphibian,NT,N,2016-1
Chiromantis samkosensis,,Amphibian,VU,N,2016-3
Chiropterotriton mosaueri,Cave Splayfoot Salamander,Amphibian,CR,N,2016-1
Cophyla berara,,Amphibian,EN,N,2016-1
Cophyla occultans,Island Giant Treefrog,Amphibian,VU,N,2016-1
Cophyla pollicaris,Common Giant Treefrog,Amphibian,LC,N,2016-1
Cophyla tsaratananaensis,Tsaratanana Giant Treefrog,Amphibian,EN,N,2016-1
Craugastor sabrinus,Long-legged Streamfrog,Amphibian,NT,N,2016-3
Gephyromantis cornutus,Horned Madagascar Frog,Amphibian,VU,N,2016-1
Gephyromantis eiselti,Eiselt's Madagascar Frog,Amphibian,EN,N,2016-1
Gephyromantis enki,,Amphibian,VU,N,2016-1
Gephyromantis horridus,Boettger's Grainy Frog,Amphibian,VU,N,2016-1
Gephyromantis klemmeri,Klemmer's Madagascar Frog,Amphibian,EN,N,2016-1
Gephyromantis leucomaculatus,White-spotted Madagascar Frog,Amphibian,LC,N,2016-1
Gephyromantis plicifer,Common Madagascar Frog,Amphibian,LC,N,2016-1
Gephyromantis runewsweeki,,Amphibian,VU,N,2016-1
Gephyromantis silvanus,,Amphibian,VU,N,2016-1
Gephyromantis spiniferus,Greater Spiny Madagascar Frog,Amphibian,VU,N,2016-1
Gephyromantis thelenae,,Amphibian,EN,N,2016-1
Gephyromantis tschenki,,Amphibian,LC,N,2016-1
Gephyromantis zavona,,Amphibian,EN,N,2016-1
Gracixalus carinensis,,Amphibian,LC,N,2016-3
Gracixalus supercornutus,,Amphibian,NT,N,2016-3
Guibemantis albolineatus,White-lined Madagascar Frog,Amphibian,LC,N,2016-1
Guibemantis kathrinae,,Amphibian,VU,N,2016-1
Guibemantis punctatus,Dotted Madagascar Frog,Amphibian,CR,N,2016-1
Heterixalus carbonei,,Amphibian,LC,N,2016-1
Heterixalus rutenbergi,Rutenberg's Reed Frog,Amphibian,LC,N,2016-1
Hylarana attigua,,Amphibian,LC,N,2016-3
Hylarana montivaga,,Amphibian,EN,N,2016-3
Hyperolius cystocandicans,Tigoni Reed Frog,Amphibian,NT,N,2016-1
Hyperolius nasicus,Pointed Long Reed Frog,Amphibian,LC,N,2016-1
Hyperolius pickersgilli,Pickersgill's Reed Frog,Amphibian,EN,N,2016-3
Hyperolius spinigularis,Spiny-throated Reed Frog,Amphibian,VU,N,2016-1
Hyperolius viridis,Robust Long Reed Frog,Amphibian,LC,N,2016-1
Isthmura maxima,Southern Giant Salamander,Amphibian,EN,N,2016-3
Ixalotriton niger,Jumping Salamander,Amphibian,EN,N,2016-1
Kurixalus baliogaster,,Amphibian,LC,N,2016-3
Lanzarana largeni,Lanza's Frog,Amphibian,LC,N,2016-1
Leptobrachium mouhoti,,Amphibian,LC,N,2016-3
Leptobrachium pullum,,Amphibian,LC,N,2016-3
Leptolalax tuberosus,,Amphibian,LC,N,2016-3
Leptopelis karissimbensis,,Amphibian,VU,N,2016-1
Leptopelis kivuensis,,Amphibian,LC,N,2016-1
Leptopelis uluguruensis,,Amphibian,NT,N,2016-1
Limnonectes dabanus,Annam Wart Frog,Amphibian,LC,N,2016-3
Mantella haraldmeieri,Haraldmeier's Mantella,Amphibian,EN,N,2016-3
Mantella laevigata,Folhony Golden Frog,Amphibian,LC,N,2016-3
Megophrys auralensis,,Amphibian,VU,N,2016-3
Mertensophryne lonnbergi,Lönnbergs Toad,Amphibian,VU,N,2016-1
Mertensophryne usambarae,,Amphibian,CR,N,2016-1
Nanorana aenea,Doi Chang Asian Frog,Amphibian,LC,N,2016-3
Nanorana bourreti,Bourret's Paa Frog,Amphibian,LC,N,2016-3
Nectophrynoides viviparus,Morogoro Tree frog,Amphibian,LC,N,2016-1
Neurergus kaiseri,Luristan Newt,Amphibian,VU,N,2016-3
Odorrana absita,,Amphibian,LC,N,2016-3
Odorrana banaorum,,Amphibian,LC,N,2016-3
Odorrana khalam,,Amphibian,LC,N,2016-3
Paramesotriton deloustali,Vietnam Warty Newt,Amphibian,LC,N,2016-3
Philautus cardamonus,,Amphibian,EN,N,2016-3
Phrynobatrachus acutirostris,Rugegewald River Frog,Amphibian,NT,N,2016-1
Phrynobatrachus bequaerti,Vissoke River Frog,Amphibian,LC,N,2016-1
Phrynobatrachus kinangopensis,Kinangop River Frog,Amphibian,VU,N,2016-1
Phrynobatrachus sulfureogularis,Central River frog,Amphibian,VU,N,2016-1
Phrynobatrachus uzungwensis,Ukinga Puddle Frog,Amphibian,NT,N,2016-1
Phrynobatrachus versicolor,Rwanda River Frog,Amphibian,LC,N,2016-1
Plectrohyla matudai,Matuda's Spikethumb Frog,Amphibian,LC,N,2016-3
Plethodontohyla brevipes,Betsileo Digging Frog,Amphibian,VU,N,2016-1
Plethodontohyla guentheri,,Amphibian,EN,N,2016-1
Plethodontohyla tuberata,Interior Digging Frog,Amphibian,NT,N,2016-1
Pseudoeurycea aurantia,Peña Verde Salamander,Amphibian,CR,N,2016-1
Pseudoeurycea cochranae,Cochran's False Brook Salamander,Amphibian,VU,N,2016-3
Pseudoeurycea gadovii,Gadow's False Brook Salamander,Amphibian,VU,N,2016-3
Pseudoeurycea leprosa,Leprous False Brook Salamander,Amphibian,LC,N,2016-3
Pseudoeurycea lynchi,Veracruz Green Salamander,Amphibian,EN,N,2016-3
